Hellions Marines Roachs died;ByuN lost 5 units, 8 supply.X_LDVITSolar lost 1 units, 2 supply.X_LDFrom 0:07:02 to 0:07:06. X_LDX_LD==ByuN== X_LD- Kill(s): Cyclone killed Roach,   X_LD- Combat: A-move(8),  X_LD- Non-combat: Right Click(23),  X_LD- Control group(s) used: -- X_LD3: SCV(6), Barracks Flying, Reaper, Hellion(3), Battle Hellion, Cyclone(12), -- X_LD5: SCV(2), Factory(3), -- X_LD6: Natural, 3rd base,  X_LDX_LD==VITSolar== X_LD- Kill(s): Ravager killed Hellion(2), Ravager killed Marine, Roach killed Marine, Roach killed Hellion,   X_LD- Combat: A-move(4), Queen Transfusion(3),  X_LD- Non-combat: Right Click(9),  X_LD- Control group(s) used: -- X_LD2: Spawning Pool, Roach(8), Ravager(5), Larva(3), -- X_LD1: Drone(3), Main base, Queen, Roach, -- X_LD3: Drone(6), -- X_LD4: Main base, Natural, 3rd base, ;Battle;Battle:11;0:07:02;Common;6;5;1;10;0:07:06;;;;;;;;;;;;
Cyclones Roachs died;ByuN lost 2 units, 6 supply.X_LDVITSolar lost 3 units, 6 supply.X_LDFrom 0:07:09 to 0:07:10. X_LDX_LD==ByuN== X_LD- Kill(s): Cyclone killed Roach(3),   X_LD- Combat: A-move(5),  X_LD- Non-combat: Right Click(11),  X_LD- Control group(s) used: -- X_LD6: Natural, 3rd base, -- X_LD3: SCV(6), Barracks Flying, Reaper, Battle Hellion, Cyclone(12), Hellion(2), -- X_LD1: Main base, -- X_LD2: SCV(3),  X_LDX_LD==VITSolar== X_LD- Kill(s): Ravager killed Cyclone, Roach killed Cyclone,   X_LD- Combat: Queen Transfusion, A-move(2),  X_LD- Non-combat: Right Click(6), Spawn Larva(2),  X_LD- Control group(s) used: -- X_LD1: Drone(3), Main base, Queen, -- X_LD2: Spawning Pool, Roach(8), Ravager(5), Larva(3), -- X_LD4: Main base, Natural, 3rd base, -- X_LD3: Drone(6), -- X_LD0: Queen(4), ;Battle;Battle:12;0:07:09;Common;5;2;3;12;0:07:10;;;;;;;;;;;;
Cyclones Roachs died;ByuN lost 2 units, 6 supply.X_LDVITSolar lost 2 units, 4 supply.X_LDFrom 0:07:13 to 0:07:17. X_LDX_LD==ByuN== X_LD- Kill(s): Cyclone killed Roach(2),   X_LD- Combat: A-move(7), Scanner Sweep,  X_LD- Non-combat: Right Click(18), Build Factory,  X_LD- Control group(s) used: -- X_LD6: Natural, 3rd base, -- X_LD3: SCV(6), Barracks Flying, Reaper, Battle Hellion, Cyclone(10), Hellion(2),  X_LDX_LD==VITSolar== X_LD- Kill(s): Ravager killed Cyclone, Roach killed Cyclone,   X_LD- Combat: A-move(3), Ravager Corrosive Bile,  X_LD- Non-combat: Right Click(22), Spawn Larva(2),  X_LD- Control group(s) used: -- X_LD0: Queen(4), -- X_LD1: Drone(3), Main base, Queen, -- X_LD2: Spawning Pool, Roach(7), Ravager(6), Larva(6), -- X_LD3: Drone(5), -- X_LD4: Main base, Natural, 3rd base, ;Battle;Battle:13;0:07:13;Common;4;2;2;10;0:07:17;;;;;;;;;;;;
Roachs died;X_LDVITSolar lost 2 units, 4 supply.X_LDAt 0:07:24. X_LDX_LD==ByuN== X_LD- Kill(s): Cyclone killed Roach, Reaper killed Roach,   X_LD- Combat: A-move(2),  X_LD- Non-combat: Build Refinery, Build Engineering Bay, Right Click,  X_LD- Control group(s) used: -- X_LD6: Natural, 3rd base, -- X_LD3: SCV(6), Barracks Flying, Reaper, Battle Hellion, Cyclone(9), Hellion(2),  X_LDX_LD==VITSolar==   X_LD- Combat: Ravager Corrosive Bile,  X_LD- Non-combat: Right Click(28),  X_LD- Control group(s) used: -- X_LD1: Drone(3), Main base, Queen, -- X_LD2: Spawning Pool, Roach(7), Ravager(6), Larva(5), -- X_LD4: Main base, Natural, 3rd base, ;Battle;Battle:14;0:07:24;Common;2;0;2;4;0:07:24;;;;;;;;;;;;
Cyclone killed Queen;X_LDVITSolar lost 1 units, 2 supply.X_LDAt 0:07:29. X_LDX_LD==ByuN== X_LD- Kill(s): Cyclone killed Queen,   X_LD- Combat: A-move(5), Scanner Sweep,  X_LD- Non-combat: Right Click(9),  X_LD- Control group(s) used: -- X_LD3: SCV(6), Barracks Flying, Reaper, Battle Hellion, Cyclone(9), Hellion(2), -- X_LD6: Natural, 3rd base, -- X_LD5: SCV(2), Factory(3),  X_LDX_LD==VITSolar==   X_LD- Combat: A-move,  X_LD- Non-combat: Right Click(9),  X_LD- Control group(s) used: -- X_LD2: Spawning Pool, Roach(5), Ravager(6), Larva(6), -- X_LD1: Drone(3), Main base, Queen, -- X_LD4: Main base, Natural, 3rd base, ;Battle;Battle:15;0:07:29;Common;1;0;1;2;0:07:29;;;;;;;;;;;;
Battle Hellions Cyclones Roachs died;ByuN lost 2 units, 5 supply.X_LDVITSolar lost 3 units, 6 supply.X_LDFrom 0:07:32 to 0:07:35. X_LDX_LD==ByuN== X_LD- Kill(s): Cyclone killed Roach(3),   X_LD- Combat: A-move(4),  X_LD- Non-combat: Right Click(19),  X_LD- Control group(s) used: -- X_LD5: SCV(2), Factory(3), -- X_LD3: SCV(6), Barracks Flying, Reaper, Cyclone(9), Hellion(2), -- X_LD6: Natural, 3rd base,  X_LDX_LD==VITSolar== X_LD- Kill(s): Ravager killed Battle Hellion, Ravager killed Cyclone,   X_LD- Combat: A-move(3),  X_LD- Non-combat: Right Click(23),  X_LD- Control group(s) used: -- X_LD4: Main base, Natural, 3rd base, -- X_LD2: Spawning Pool, Roach(8), Ravager(6), Larva(2), Cyclone, ;Battle;Battle:16;0:07:32;Common;5;2;3;11;0:07:35;;;;;;;;;;;;
Cyclone killed Roach;X_LDVITSolar lost 1 units, 2 supply.X_LDAt 0:08:21. X_LDX_LD==ByuN== X_LD- Kill(s): Cyclone killed Roach,   X_LD- Combat: A-move,  X_LD- Non-combat: Right Click(7),  X_LD- Control group(s) used: -- X_LD3: SCV(6), Barracks Flying, Reaper, Cyclone(16), Hellion(2), Siege Tank Sieged, -- X_LD6: Natural, 3rd base, Planetary Fortress, -- X_LD2: SCV(3), -- X_LD1: Main base, Siege Tank Sieged, Cyclone(3), -- X_LD5: SCV(2), Factory(4),  X_LDX_LD==VITSolar==   X_LD- Combat: A-move, Ravager Corrosive Bile,  X_LD- Non-combat: Right Click(9),  X_LD- Control group(s) used: -- X_LD2: Spawning Pool, Roach(7), Ravager(6), Larva(7), -- X_LD4: Main base, Natural, 3rd base, -- X_LD3: Drone(5), Queen(4), Roach, Ravager, ;Battle;Battle:17;0:08:21;Common;1;0;1;2;0:08:21;;;;;;;;;;;;
Hellions Roachs died;ByuN lost 1 units, 2 supply.X_LDVITSolar lost 2 units, 4 supply.X_LDFrom 0:08:24 to 0:08:26. X_LDX_LD==ByuN== X_LD- Kill(s): Cyclone killed Roach(2),   X_LD- Combat: A-move,  X_LD- Non-combat: Right Click(11), Build Supply Depot,  X_LD- Control group(s) used: -- X_LD1: Main base, Siege Tank Sieged, Cyclone(3), -- X_LD5: SCV(2), Factory(4), -- X_LD3: SCV(8), Barracks Flying, Reaper, Cyclone(16), Hellion, Siege Tank Sieged,  X_LDX_LD==VITSolar== X_LD- Kill(s): Ravager killed Hellion,   X_LD- Combat: A-move(3),  X_LD- Non-combat: Right Click(15),  X_LD- Control group(s) used: -- X_LD3: Drone(5), Queen(4), Roach(4), Ravager(2), -- X_LD2: Spawning Pool, Ravager(6), Roach(5), Larva(8), -- X_LD4: Main base, Natural, 3rd base, ;Battle;Battle:18;0:08:24;Common;3;1;2;6;0:08:26;;;;;;;;;;;;
Cyclones Roachs died;ByuN lost 1 units, 3 supply.X_LDVITSolar lost 2 units, 4 supply.X_LDAt 0:08:30. X_LDX_LD==ByuN== X_LD- Kill(s): Cyclone killed Roach(2),   X_LD- Combat: A-move,  X_LD- Non-combat: Right Click(11),  X_LD- Control group(s) used: -- X_LD3: SCV(8), Barracks Flying, Reaper, Cyclone(16), Hellion, Siege Tank Sieged, -- X_LD1: Main base, Siege Tank Sieged, Cyclone(3), -- X_LD2: SCV(3), -- X_LD5: SCV(2), Factory(4), -- X_LD6: Natural, 3rd base, Planetary Fortress, -- X_LD7: Armory(2), -- X_LD4: Main base, SCV(20), Natural, Barracks Flying, Hellion, Reaper, Siege Tank Sieged, Cyclone(3),  X_LDX_LD==VITSolar== X_LD- Kill(s): Ravager killed Cyclone,   X_LD- Combat: A-move, Ravager Corrosive Bile,  X_LD- Non-combat: Right Click(18),  X_LD- Control group(s) used: -- X_LD2: Spawning Pool, Ravager(6), Roach(5), Larva(11), -- X_LD4: Main base, Natural, 3rd base, ;Battle;Battle:19;0:08:30;Common;3;1;2;7;0:08:30;;;;;;;;;;;;
Cyclones Reapers Roachs died;ByuN lost 2 units, 4 supply.X_LDVITSolar lost 1 units, 2 supply.X_LDFrom 0:08:34 to 0:08:36. X_LDX_LD==ByuN== X_LD- Kill(s): Siege Tank Sieged killed Roach,   X_LD- Combat: A-move(7),  X_LD- Non-combat: Right Click(6), KD8Charge,  X_LD- Control group(s) used: -- X_LD3: SCV(8), Barracks Flying, Cyclone(14), Hellion, Siege Tank Sieged, Planetary Fortress, -- X_LD4: Main base, SCV(23), Natural, Barracks Flying, Hellion, Siege Tank Sieged, Cyclone(3), -- X_LD5: SCV(2), Factory(4), -- X_LD6: Natural, 3rd base, Planetary Fortress, -- X_LD1: Main base, Siege Tank Sieged, Cyclone(3), SCV(8), -- X_LD2: SCV(3),  X_LDX_LD==VITSolar== X_LD- Kill(s): Ravager killed Cyclone, Ravager killed Reaper,   X_LD- Combat: A-move,  X_LD- Non-combat: Right Click(11), Build Infestation Pit,  X_LD- Control group(s) used: -- X_LD2: Spawning Pool, Ravager(7), Roach(17), Larva(9), -- X_LD4: Main base, Natural, 3rd base, -- X_LD0: Queen(4), Roach, -- X_LD5: -- X_LD6: -- X_LD7: 3rd base, ;Battle;Battle:20;0:08:34;Common;3;2;1;6;0:08:36;;;;;;;;;;;;
Roachs died;X_LDVITSolar lost 2 units, 4 supply.X_LDFrom 0:08:40 to 0:08:41. X_LDX_LD==ByuN== X_LD- Kill(s): Cyclone killed Roach(2),   X_LD- Combat: A-move(2),  X_LD- Non-combat: Right Click(6), Build Supply Depot(2),  X_LD- Control group(s) used: -- X_LD1: Main base, Siege Tank Sieged, Cyclone(3), SCV(8), -- X_LD5: SCV(2), Factory(4), -- X_LD6: Natural, 3rd base, Planetary Fortress, -- X_LD3: SCV(8), Barracks Flying, Cyclone(16), Hellion, Siege Tank Sieged(2), Planetary Fortress, -- X_LD2: SCV(3),  X_LDX_LD==VITSolar==   X_LD- Combat: A-move,  X_LD- Non-combat: Right Click(13),  X_LD- Control group(s) used: -- X_LD2: Spawning Pool, Ravager(7), Roach(17), Larva(10), -- X_LD4: Main base, Natural, 3rd base, ;Battle;Battle:21;0:08:40;Common;2;0;2;4;0:08:41;;;;;;;;;;;;
Zerglings died;X_LDVITSolar lost 3 units, 1.5 supply.X_LDFrom 0:09:27 to 0:09:28. X_LDX_LD==ByuN== X_LD- Kill(s): Cyclone killed Zergling(3),   X_LD- Combat: A-move(3),  X_LD- Non-combat: Right Click(4),  X_LD- Control group(s) used: -- X_LD3: SCV(8), Barracks Flying, Cyclone(18), Hellion, Siege Tank Sieged(2), Planetary Fortress, -- X_LD5: SCV(2), Factory(4), -- X_LD1: Main base, Siege Tank Sieged, Cyclone(5), SCV(8), -- X_LD2: SCV(3),  X_LDX_LD==VITSolar==   X_LD- Combat: A-move(3), Ravager Corrosive Bile,  X_LD- Non-combat: Build Baneling Nest, Right Click(17), Spawn Larva,  X_LD- Control group(s) used: -- X_LD3: Drone(6), Queen(4), Roach(28), Ravager(8), Larva(18), Overseer, Zergling(3), -- X_LD4: Main base, Natural, 3rd base, 4th base, ;Battle;Battle:22;0:09:27;Common;3;0;3;1.5;0:09:28;;;;;;;;;;;;
Cyclone killed Roach;X_LDVITSolar lost 1 units, 2 supply.X_LDAt 0:09:35. X_LDX_LD==ByuN== X_LD- Kill(s): Cyclone killed Roach,   X_LD- Combat: A-move(5),  X_LD- Non-combat: Right Click(10),  X_LD- Control group(s) used: -- X_LD1: Main base, Siege Tank Sieged(2), Cyclone(9), SCV(8), -- X_LD3: SCV(8), Barracks Flying, Cyclone(18), Hellion, Siege Tank Sieged(2), Planetary Fortress, -- X_LD5: SCV(2), Factory(4),  X_LDX_LD==VITSolar==    X_LD- Non-combat: Right Click(11),  X_LD- Control group(s) used: -- X_LD3: Drone(6), Queen(4), Roach(28), Ravager(8), Larva(18), Overseer, Zergling, -- X_LD4: Main base, Natural, 3rd base, 4th base, -- X_LD2: Spawning Pool, Ravager(14), Roach(39), Larva(4), Overseer, Zergling(11), ;Battle;Battle:23;0:09:35;Common;1;0;1;2;0:09:35;;;;;;;;;;;;
Zerglings Queens died near Natural;X_LDVITSolar lost 5 units, 7.0 supply.X_LDFrom 0:09:59 to 0:10:02. X_LDX_LD==ByuN== X_LD- Kill(s): Planetary Fortress killed Zergling(2), Cyclone killed Queen(3),   X_LD- Combat: A-move(12),  X_LD- Non-combat: Build Factory Tech Lab(2), Right Click(17),  X_LD- Control group(s) used: -- X_LD3: SCV(13), Barracks Flying, Cyclone(22), Hellion, Siege Tank Sieged(5), Planetary Fortress, Siege Tank(2), -- X_LD5: SCV(2), Factory(6), -- X_LD1: Main base, Siege Tank Sieged(5), Cyclone(22), SCV(8), Siege Tank(2), Hellion,  X_LDX_LD==VITSolar==   X_LD- Combat: A-move,  X_LD- Non-combat: Right Click(18),  X_LD- Control group(s) used: -- X_LD2: Spawning Pool, Ravager(14), Roach(38), Larva(4), Overseer, Zergling(9), Evolution Chamber(2), -- X_LD4: Main base, Natural, 3rd base, 4th base, -- X_LD0: Queen(2), Roach, -- X_LD3: Drone(6), Queen(2), Roach(28), Ravager(8), Larva(16), Overseer, Zergling, Evolution Chamber(2), ;Battle;Battle:24;0:09:59;Common;5;0;5;7.0;0:10:02;;;;;;;;;;;;
Hellions Overlords Zerglings Queens Roachs died near Natural;ByuN lost 1 units, 2 supply.X_LDVITSolar lost 10 units, 15.0 supply.X_LDFrom 0:10:05 to 0:10:10. X_LDX_LD==ByuN== X_LD- Kill(s): Cyclone killed Overlord, Planetary Fortress killed Zergling(2), Cyclone killed Queen, Planetary Fortress killed Roach, Siege Tank Sieged killed Roach, Cyclone killed Roach(4),   X_LD- Combat: A-move(7),  X_LD- Non-combat: Right Click(11), Build Refinery(2), Build Command Center, Build Barracks,  X_LD- Control group(s) used: -- X_LD1: Main base, Siege Tank Sieged(5), Cyclone(22), SCV(8), Siege Tank(2), -- X_LD2: SCV(3), -- X_LD3: SCV(13), Barracks Flying, Cyclone(22), Siege Tank Sieged(5), Planetary Fortress, Siege Tank(2), -- X_LD5: SCV(2), Factory(6),  X_LDX_LD==VITSolar== X_LD- Kill(s): Roach killed Hellion,   X_LD- Combat: A-move(4),  X_LD- Non-combat: Right Click(7),  X_LD- Control group(s) used: -- X_LD4: Main base, Natural, 3rd base, 4th base, -- X_LD2: Spawning Pool, Ravager(14), Roach(33), Larva(4), Overseer, Zergling(7), Evolution Chamber(2), -- X_LD3: Drone(19), Roach(26), Ravager(8), Larva(16), Overseer, Zergling, Evolution Chamber(2), Overlord, ;Battle;Battle:25;0:10:05;Common;11;1;10;17.0;0:10:10;;;;;;;;;;;;
Cyclones Zerglings Ravagers Roachs died near Main base;ByuN lost 15 units, 45 supply.X_LDVITSolar lost 12 units, 17.0 supply.X_LDFrom 0:10:13 to 0:10:26. X_LDX_LD==ByuN== X_LD- Kill(s): Cyclone killed Zergling(6), Cyclone killed Ravager(2), Cyclone killed Roach(4),   X_LD- Combat: A-move(14), Lock On(8),  X_LD- Non-combat: Build Barracks, Right Click(20), Calldown MULE(4),  X_LD- Control group(s) used: -- X_LD3: SCV(19), Barracks Flying, Cyclone(8), Siege Tank Sieged(5), Planetary Fortress, Siege Tank(2), -- X_LD1: Main base, Siege Tank Sieged(5), SCV(8), Cyclone(8), Siege Tank(2), -- X_LD5: SCV(2), Factory(6), -- X_LD2: SCV(3), -- X_LD6: Natural, 3rd base, Planetary Fortress,  X_LDX_LD==VITSolar== X_LD- Kill(s): Roach killed Cyclone(9), Ravager killed Cyclone(6),  X_LD- Lost: Spire,  X_LD- Combat: A-move(11), Ravager Corrosive Bile,  X_LD- Non-combat: Right Click(24), Build Spire,  X_LD- Control group(s) used: -- X_LD4: Main base, Natural, 3rd base, 4th base, -- X_LD2: Spawning Pool, Ravager(12), Roach(27), Overseer, Zergling, Evolution Chamber(2), Larva(3), Baneling Nest, -- X_LD1: Drone, Main base, Evolution Chamber, ;Battle;Battle:26;0:10:13;Common;27;15;12;62.0;0:10:26;;;;;;;;;;;;
Zerglings Roachs died;X_LDVITSolar lost 4 units, 3.5 supply.X_LDFrom 0:11:01 to 0:11:02. X_LDX_LD==ByuN== X_LD- Kill(s): Siege Tank killed Zergling(3), Cyclone killed Roach,   X_LD- Combat: A-move(4),  X_LD- Non-combat: Right Click(6),  X_LD- Control group(s) used: -- X_LD5: SCV(2), Factory(6), Barracks, -- X_LD3: SCV(19), Barracks Flying, Cyclone(15), Siege Tank Sieged(13), Planetary Fortress, Siege Tank(2), -- X_LD1: Main base, Siege Tank Sieged(5), SCV(8), Cyclone(7), Siege Tank(2), -- X_LD2: SCV(3),  X_LDX_LD==VITSolar==    X_LD- Non-combat: Right Click(8),  X_LD- Control group(s) used: -- X_LD3: Drone(19), Roach(21), Ravager(6), Overseer, Evolution Chamber(2), Overlord, Infestor Burrowed, Zergling(4), Lair, -- X_LD2: Spawning Pool, Ravager(12), Roach(27), Overseer, Zergling, Evolution Chamber(2), Baneling Nest, Creep Tumor Burrowed, Larva, -- X_LD4: Main base, Natural, 3rd base, 4th base, ;Battle;Battle:27;0:11:01;Common;4;0;4;3.5;0:11:02;;;;;;;;;;;;
